Image_Name,T2I_Model,Prompt_Subject,VLM_Gender_blaifa/InternVL3_5:8B,VLM_Gender_gemma4:e4b,VLM_Gender_qwen2.5vl:7b,VLM_MST_blaifa/InternVL3_5:8B,VLM_MST_gemma4:e4b,VLM_MST_qwen2.5vl:7b,VLM_Race_blaifa/InternVL3_5:8B,VLM_Race_gemma4:e4b,VLM_Race_qwen2.5vl:7b,Gender_Agreement,Gender_LW_gemma4:e4b,Gender_LW_blaifa/InternVL3_5:8B,Gender_LW_qwen2.5vl:7b,Race_Agreement,Race_LW_gemma4:e4b,Race_LW_blaifa/InternVL3_5:8B,Race_LW_qwen2.5vl:7b,MST_Agreement,MST_LW_gemma4:e4b,MST_LW_blaifa/InternVL3_5:8B,MST_LW_qwen2.5vl:7b
prof_ceo_seed108_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed109_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed109_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed109_crop.png,qwen,prof_ceo,Man,Man,Man,5,4,6,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_ceo_seed109_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed109_crop.png,zimage,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed110_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed110_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed110_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed110_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed110_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed111_crop.png,flux,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed111_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed111_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed111_crop.png,sd35,prof_ceo,Woman,Woman,Woman,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed111_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed112_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed112_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Middle Eastern,Indian,Middle Eastern,Full Consensus,False,False,False,Majority,True,False,False,Majority,True,False,False
prof_ceo_seed112_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed112_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed112_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed113_crop.png,flux,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed113_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Indian,Asian,Middle Eastern,Full Consensus,False,False,False,Total Divergence,False,False,False,Majority,True,False,False
prof_ceo_seed113_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed113_crop.png,sd35,prof_ceo,Man,Man,Man,5,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed113_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed114_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed114_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed114_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed114_crop.png,sd35,prof_ceo,Man,Man,Man,5,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed114_crop.png,zimage,prof_ceo,Man,Man,Man,5,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed115_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed115_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Indian,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_ceo_seed115_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed115_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed115_crop.png,zimage,prof_ceo,Man,Man,Man,5,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed116_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed116_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,White,White,Middle Eastern,Full Consensus,False,False,False,Majority,False,False,True,Majority,True,False,False
prof_ceo_seed116_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed116_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed116_crop.png,zimage,prof_ceo,Man,Man,Man,5,4,6,White,Latino Hispanic,Latino Hispanic,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_ceo_seed117_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed117_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Middle Eastern,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_ceo_seed117_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed117_crop.png,sd35,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed117_crop.png,zimage,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed118_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed118_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Middle Eastern,White,White,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_ceo_seed118_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed118_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed118_crop.png,zimage,prof_ceo,Man,Man,Man,5,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed119_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed119_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed119_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed119_crop.png,sd35,prof_ceo,Woman,Woman,Woman,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed119_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_ceo_seed120_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,Asian,White,Full Consensus,False,False,False,Majority,True,False,False,Total Divergence,False,False,False
prof_ceo_seed120_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed120_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed120_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed120_crop.png,zimage,prof_ceo,Woman,Woman,Woman,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed121_crop.png,flux,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed121_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Middle Eastern,Asian,Middle Eastern,Full Consensus,False,False,False,Majority,True,False,False,Majority,True,False,False
prof_ceo_seed121_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_ceo_seed121_crop.png,sd35,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed121_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed101_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed101_crop.png,flux_klein,prof_cleaner,Unclear,Woman,Man,3,3,6,White,White,Unclear,Total Divergence,False,False,False,Majority,False,False,True,Majority,False,False,True
prof_cleaner_seed101_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,5,Unclear,5,White,Unclear,White,Full Consensus,False,False,False,Majority,True,False,False,Majority,True,False,False
prof_cleaner_seed101_crop.png,sd35,prof_cleaner,Unclear,Unclear,Woman,Unclear,3,6,Unclear,Unclear,Unclear,Majority,False,False,True,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed101_crop.png,zimage,prof_cleaner,Woman,Woman,Woman,5,3,6,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_cleaner_seed102_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed102_crop.png,flux_klein,prof_cleaner,Woman,Woman,Woman,5,2,3,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed102_crop.png,qwen,prof_cleaner,Man,Man,Man,5,5,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed102_crop.png,zimage,prof_cleaner,Man,Man,Man,4,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed103_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed103_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed103_crop.png,sd35,prof_cleaner,Unclear,Unclear,Woman,Unclear,Unclear,6,Unclear,Unclear,Unclear,Majority,False,False,True,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed104_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed104_crop.png,qwen,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed104_crop.png,sd35,prof_cleaner,Unclear,Unclear,Woman,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Majority,False,False,True,Full Consensus,False,False,False,Full Consensus,False,False,False
prof_cleaner_seed104_crop.png,zimage,prof_cleaner,Unclear,Woman,Unclear,5,3,Unclear,White,White,Unclear,Majority,True,False,False,Majority,False,False,True,Total Divergence,False,False,False
prof_cleaner_seed105_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed105_crop.png,flux_klein,prof_cleaner,Woman,Woman,Woman,3,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed105_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,3,6,White,Latino Hispanic,White,Full Consensus,False,False,False,Majority,True,False,False,Majority,False,False,True
prof_cleaner_seed105_crop.png,sd35,prof_cleaner,Woman,Woman,Woman,3,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed106_crop.png,flux,prof_cleaner,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed106_crop.png,flux_klein,prof_cleaner,Man,Man,Man,5,3,5,Middle Eastern,White,White,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_cleaner_seed106_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Majority,False,True,False,Full Consensus,False,False,False,Full Consensus,False,False,False
prof_cleaner_seed106_crop.png,zimage,prof_cleaner,Man,Man,Man,5,3,5,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_cleaner_seed107_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,Middle Eastern,White,White,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_cleaner_seed107_crop.png,flux_klein,prof_cleaner,Woman,Woman,Woman,3,2,3,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed107_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed108_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed108_crop.png,flux_klein,prof_cleaner,Woman,Woman,Woman,3,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed108_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed108_crop.png,sd35,prof_cleaner,Man,Man,Man,5,Unclear,6,White,Unclear,Asian,Full Consensus,False,False,False,Total Divergence,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed108_crop.png,zimage,prof_cleaner,Unclear,Unclear,Woman,5,4,5,White,Unclear,Asian,Majority,False,False,True,Total Divergence,False,False,False,Majority,True,False,False
prof_cleaner_seed109_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed109_crop.png,flux_klein,prof_cleaner,Unclear,Woman,Woman,Unclear,3,6,Unclear,White,White,Majority,False,True,False,Majority,False,True,False,Total Divergence,False,False,False
prof_cleaner_seed109_crop.png,qwen,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed110_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed110_crop.png,qwen,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed110_crop.png,zimage,prof_cleaner,Unclear,Woman,Woman,Unclear,3,5,Unclear,White,White,Majority,False,True,False,Majority,False,True,False,Total Divergence,False,False,False
prof_cleaner_seed111_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed111_crop.png,flux_klein,prof_cleaner,Unclear,Unclear,Unclear,Unclear,3,Unclear,Unclear,Unclear,Unclear,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed111_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed111_crop.png,sd35,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed112_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed112_crop.png,flux_klein,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed112_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,2,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed113_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed113_crop.png,flux_klein,prof_cleaner,Unclear,Unclear,Woman,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Majority,False,False,True,Full Consensus,False,False,False,Full Consensus,False,False,False
prof_cleaner_seed113_crop.png,qwen,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed113_crop.png,sd35,prof_cleaner,Man,Man,Man,5,2,6,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_cleaner_seed113_crop.png,zimage,prof_cleaner,Woman,Woman,Woman,3,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed114_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed114_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed114_crop.png,sd35,prof_cleaner,Unclear,Unclear,Man,Unclear,3,6,Unclear,Unclear,Unclear,Majority,False,False,True,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed115_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed115_crop.png,flux_klein,prof_cleaner,Man,Man,Man,3,3,6,White,White,Unclear,Full Consensus,False,False,False,Majority,False,False,True,Majority,False,False,True
prof_cleaner_seed115_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,5,3,6,White,White,Asian,Full Consensus,False,False,False,Majority,False,False,True,Total Divergence,False,False,False
prof_cleaner_seed115_crop.png,sd35,prof_cleaner,Woman,Woman,Woman,3,2,6,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_cleaner_seed115_crop.png,zimage,prof_cleaner,Unclear,Unclear,Woman,5,3,3,White,Unclear,Unclear,Majority,False,False,True,Majority,False,True,False,Majority,False,True,False
prof_cleaner_seed116_crop.png,flux,prof_cleaner,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed116_crop.png,flux_klein,prof_cleaner,Woman,Woman,Woman,3,2,3,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed116_crop.png,qwen,prof_cleaner,Man,Man,Man,5,4,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed116_crop.png,zimage,prof_cleaner,Unclear,Woman,Woman,Unclear,3,6,Unclear,White,Unclear,Majority,False,True,False,Majority,True,False,False,Total Divergence,False,False,False
prof_cleaner_seed117_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed117_crop.png,flux_klein,prof_cleaner,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed117_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed117_crop.png,sd35,prof_cleaner,Woman,Woman,Woman,3,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed118_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed118_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed118_crop.png,sd35,prof_cleaner,Man,Man,Man,5,3,6,White,Unclear,White,Full Consensus,False,False,False,Majority,True,False,False,Total Divergence,False,False,False
prof_cleaner_seed118_crop.png,zimage,prof_cleaner,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed119_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed119_crop.png,flux_klein,prof_cleaner,Unclear,Unclear,Man,5,3,6,White,White,White,Majority,False,False,True,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed119_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,3,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
prof_cleaner_seed119_crop.png,sd35,prof_cleaner,Unclear,Man,Man,Unclear,4,6,Unclear,White,White,Majority,False,True,False,Majority,False,True,False,Total Divergence,False,False,False
prof_cleaner_seed120_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed120_crop.png,flux_klein,prof_cleaner,Woman,Woman,Woman,3,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed120_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed120_crop.png,sd35,prof_cleaner,Man,Man,Man,5,3,6,White,Asian,White,Full Consensus,False,False,False,Majority,True,False,False,Total Divergence,False,False,False
prof_cleaner_seed120_crop.png,zimage,prof_cleaner,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_cleaner_seed121_crop.png,flux,prof_cleaner,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_cleaner_seed121_crop.png,qwen,prof_cleaner,Woman,Woman,Woman,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_doctor_seed101_crop.png,flux,prof_doctor,Man,Man,Man,5,3,5,Indian,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_doctor_seed101_crop.png,flux_klein,prof_doctor,Man,Man,Man,5,3,3,Asian,Indian,Asian,Full Consensus,False,False,False,Majority,True,False,False,Majority,False,True,False
